"source_genesymbol","target_genesymbol","interact"
"HSF1","SUMO1",1
"JUN","ABL1",1
"JUNB","ABL1",1
"JUND","ABL1",1
"JUN","NCK2",1
"JUNB","NCK2",1
"JUND","NCK2",1
"JUN","CDKN1A",-1
"JUNB","CDKN1A",-1
"JUND","CDKN1A",-1
"JUN","PCNA",1
"JUNB","PCNA",1
"JUND","PCNA",1
"JUN","THEG",1
"JUNB","THEG",1
"JUND","THEG",1
"SP3","IGFBP3",1
"SP1","IGFBP3",1
"STAT5B","IGF1",1
"PITX2","GAD1",1
"CEBPB","LNPEP",1
"TFAP2A","LNPEP",1
"RELA","MSX1",1
"NFKB1","MSX1",1
"RELB","MSX1",1
"NFKB2","MSX1",1
"REL","MSX1",1
"SSRP1","CYP7A1",1
"NR5A2","NR0B2",1
"NR0B2","NR5A2",-1
"AR","CGA",-1
"JUN","CGA",-1
"ATF2","CGA",1
"AR","LHB",-1
"AR","SF1",1
"EGR1","SF1",1
"RELA","PSMA6",1
"NFKB1","PSMA6",1
"RELB","PSMA6",1
"NFKB2","PSMA6",1
"REL","PSMA6",1
"KLF4","CDX2",1
"CDX2","KLF4",1
"YY1","VWF",1
"HNF1A","SPP1",1
"TP73","CCNE1",1
"ATF1","PTGS2",1
"TP53","HIPK2",1
"HIPK2","TP53",-1
"USF1","TYR",1
"NR1H4","SULT2A1",1
"PPARG","ADIPOQ",1
"YY1","HLA-DRA",-1
"NR0B2","CYP8B1",-1
"HNF4A","CYP8B1",1
"HNF4A","NR0B2",1
"NR0B2","HNF4A",-1
"PAX5","MPPED2",1
"PAX5","TXN",1
"ESR1","IL4",1
"SOX10","DCT",-1
"NR2F2","HBG1",-1
"KLF1","CDKN1B",1
"RELA","TNFSF10",1
"NFKB1","TNFSF10",1
"RELB","TNFSF10",1
"NFKB2","TNFSF10",1
"REL","TNFSF10",1
"STAT6","CRYGC",1
"STAT6","RPL26",1
"STAT6","CCL26",1
"TP53","PTEN",0
"ZBTB17","LDLR",1
"TP53","EGFR",1
"TP63","EGFR",-1
"FOXA3","SLC2A2",1
"HES1","INS",1
"NEUROD1","HES1",1
"HES1","NEUROD1",1
"PDX1","HES1",1
"PAX3","PHOX2A",1
"PHOX2A","PHOX2B",1
"PHOX2B","PHOX2A",1
"TP53","BNIP3",1
"RORC","IL2",-1
"HHEX","FGF2",1
"MYF5","ATP9A",1
"MYF5","ATP9B",1
"MYOD1","ATP9A",1
"MYOD1","ATP9B",1
"KLF4","LAMA3",1
"SIX3","PAX6",1
"PAX6","SIX3",1
"MSX2","SIX3",-1
"RORA","PPARG",-1
"STAT1","PPARG",-1
"NKX2-5","MYH7",1
"TBX5","NPPA",1
"USF2","TOP3A",1
"SP1","ABCC2",1
"ELK1","FOS",1
"FOS","FGF2",1
"JUN","ELN",-1
"JUNB","ELN",-1
"JUND","ELN",-1
"TP53","CHUK",-1
"PPARD","APOE",-1
"HNF4A","PCK1",1
"E2F1","SERPINE2",-1
"E2F1","BCL2",1
"TP53","UPP1",-1
"CEBPB","CEBPD",1
"CEBPD","CEBPB",1
"SP1","HRAS",1
"SP1","CXCL5",1
"SP3","CXCL5",1
"ZNF148","CXCL5",1
"SP3","PRKACA",1
"FOXA2","GH1",1
"STAT5B","PPIG",1
"NR1H2","LPL",1
"YBX2","PRM1",1
"YBX3","PRM1",1
"RARA","ASB2",1
"JUN","ESR2",1
"JUNB","ESR2",1
"JUND","ESR2",1
"ELK3","JUN",1
"ELK3","EGR1",-1
"NFKB1","BCL2",1
"AR","BCL2",1
"RUNX1","CREBBP",1
"RUNX1","KAT2B",1
"SMAD3","SELENOP",-1
"SP1","GRIN1",1
"SMAD4","FSTL3",1
"TP53","AFP",-1
"FOXM1","CCNB1",1
"FOXM1","CCND1",1
"PAX8","SLC5A5",1
"HNF4A","OR4C3",1
"WT1","IGFBP4",1
"SP1","MMP28",1
"SP3","MMP28",1
"NR5A2","GBA2",1
"SP1","PAX6",1
"TFCP2","PAX6",1
"JUN","PC",1
"JUNB","PC",1
"JUND","PC",1
"SATB1","CYBB",-1
"THRA","PENK",1
"ESR1","THRA",1
"THRA","ESR1",-1
"PHOX2A","NRXN1",1
"PHOX2A","NRXN1",1
"SP1","PRKG1",1
"SP3","PRKCG",1
"SP3","PRKG1",1
"CEBPA","GH1",1
"NR1H4","APOC2",1
"BCL6","CDKN1A",-1
"BCL6","SRSF3",1
"FOXE1","TG",1
"USF1","ACACA",1
"USF2","ACACA",1
"RARA","RB1",1
"USF1","OPRD1",1
"ETS1","OPRD1",1
"TTF1","NES",1
"PAX6","CDKN2A",1
"PAX6","CDKN2A",1
"PAX6","CDKN2B",1
"SMAD1","BMP2",1
"SMAD1","PTK2",1
"BARX2","CDH6",1
"HR","SLC3A2",1
"KAT5","SLC3A2",1
"SRY","AR",1
"SRY","KLK3",1
"REST","MAPK8IP1",-1
"GATA6","HNF4A",1
"TWIST1","CDKN1A",-1
"MECOM","CALCA",1
"MECOM","CALCA",1
"NR5A2","ABCC3",1
"ETS1","SERPINE1",1
"PPARG","CCN2",-1
"SMAD3","CCN2",1
"SMAD4","CCN2",1
"RELA","CXCL11",1
"NFKB1","CXCL11",1
"RELB","CXCL11",1
"NFKB2","CXCL11",1
"REL","CXCL11",1
"EGR1","DUSP4",1
"EGR1","RHD",1
"GATA3","IL13",-1
"HIF1A","HMOX2",1
"TP63","CDK1",-1
"TP73","CDK1",-1
"TP53","TFRC",1
"SPI1","MYC",-1
"MYB","CDKN2A",1
"MYB","CDKN2A",1
"MYB","CDKN2B",1
"ETV1","MMP1",1
"AHR","STAR",1
"ATF6","ATP2A2",1
"ESR1","ATP2A2",1
"CEBPG","SFTPD",1
"CEBPA","SFTPD",1
"CEBPB","SFTPD",1
"CEBPD","SFTPD",1
"JUN","AR",-1
"JUNB","AR",-1
"JUND","AR",-1
"RELA","AR",-1
"NFKB1","AR",-1
"RELB","AR",-1
"NFKB2","AR",-1
"REL","AR",-1
"MYC","CDCA7",1
"NFYA","JUNB",1
"REL","IL12A",1
"ELF1","IL12A",1
"RELA","IL12A",1
"NFKB1","IL12A",1
"RELB","IL12A",1
"NFKB2","IL12A",1
"REL","IL12A",1
"RELA","IL2RB",1
"NFKB1","IL2RB",1
"RELB","IL2RB",1
"NFKB2","IL2RB",1
"REL","IL2RB",1
"REL","IL2RB",1
"TP63","IL2RB",1
"USF1","IGFBP1",1
"JUN","GSTP1",1
"JUNB","GSTP1",1
"JUND","GSTP1",1
"USF1","SPEG",1
"USF2","SPEG",1
"TP63","JAG1",1
"TP63","JAG2",1
"TP73","JAG1",1
"TP73","JAG2",1
"TP53","EPHA2",1
"TP63","EPHA2",1
"TP73","EPHA2",1
"STAT3","MMP1",1
"CEBPG","BGLAP",1
"CEBPB","BGLAP",1
"TP53","TGFA",1
"TP53","IGFBP1",1
"TFAP2A","CA9",1
"TP53","SIRT1",1
"SIRT1","TP53",-1
"RELA","PSG6",1
"NFKB1","PSG6",1
"RELB","PSG6",1
"NFKB2","PSG6",1
"REL","PSG6",1
"RELA","U2AF1",1
"NFKB1","U2AF1",1
"RELB","U2AF1",1
"NFKB2","U2AF1",1
"REL","U2AF1",1
"RBPJ","PSG6",1
"RBPJ","U2AF1",1
"SP1","OPRM1",1
"SP3","OPRM1",1
"ETV4","PLAU",1
"CRX","ASMT",1
"FOS","APP",1
"JUN","APP",1
"JUN","BDNF",1
"JUNB","BDNF",1
"JUND","BDNF",1
"HNF4A","PTPN6",1
"NR1I3","CYP2C9",1
"NR3C1","CYP2C9",1
"SPI1","SOCS3",1
"ESR1","STAT5A",1
"STAT5A","ESR1",1
"ESR1","HLA-DQB1",1
"ESR2","HLA-DQB1",1
"ESR2","STAT5A",1
"STAT5B","ESR1",1
"STAT5B","JAK2",1
"NCOA1","C3",1
"NKX2-1","SCGB3A2",1
"NKX2-1","BTK",1
"NKX2-1","EBP",1
"SP1","FABP6",1
"JUND","IL2",1
"STAT3","FOS",1
"ASCL1","TUBB3",1
"SCRT1","TUBB3",1
"ASCL1","SCRT1",1
"NEUROD2","SCRT1",1
"YY1","IL4",1
"ZNF91","IL4",1
"PDX1","MYC",-1
"HOXB2","PLAT",1
"HOXB2","PLG",1
"JUN","DIDO1",1
"E2F4","MYC",-1
"SMAD3","MYC",-1
"SPI1","PI3",1
"AR","FGF2",1
"TBP","C4B",1
"TBP","RASA1",1
"ZBTB7B","ADRA1D",1
"ZBTB7B","FN1",-1
"ZBTB7A","ADRA1D",1
"ZBTB7A","ELN",1
"ZBTB7B","ELN",1
"AR","CEACAM1",1
"SP1","PRL",1
"IRF1","PRL",1
"NR3C1","NFKBIA",1
"ESR1","OXTR",1
"THRA","OXTR",1
"ESR2","OXTR",-1
"TBPL1","OXTR",1
"EBF1","SLC2A4",1
"ESR1","PSMD4",1
"ESR1","SNURF",1
"TBP","SNURF",1
"ALX4","NCAM1",-1
"LEF1","NCAM1",1
"CEBPB","PTPN13",1
"RELA","PTPN13",1
"NFKB1","PTPN13",1
"RELB","PTPN13",1
"NFKB2","PTPN13",1
"REL","PTPN13",1
"TP53","PTPN13",1
"FOS","JUNB",1
"JUNB","FOS",1
"RELA","LTBR",1
"NFKB1","LTBR",1
"RELB","LTBR",1
"NFKB2","LTBR",1
"REL","LTBR",1
"FOS","PRKCG",1
"TCF3","TFPT",1
"CREB1","IL6",1
"NR6A1","POU5F1",-1
"IRF1","CTNND1",1
"CREB1","BRCA1",1
"STAT2","CBL",1
"NR1H4","NR0B2",1
"ESRRG","NR0B2",1
"NR0B2","ESRRG",-1
"NR5A1","ESRRG",1
"ID2","CDKN1A",1
"ID2","KRAS",1
"ID2","SGCA",1
"NR1H4","ABCC2",1
"NR1I2","ABCC2",1
"NR1I3","ABCC2",1
"DLX4","HBB",1
"KAT7","TADA3",1
"PPARG","GCG",-1
"SSRP1","GTF2F1",1
"ATF1","CREBBP",1
"ESR1","NONO",1
"EGR1","ACE",1
"NR4A1","LHB",1
"STAT5A","CISH",1
"STAT5A","SOCS3",1
"NCOR2","TRH",1
"BCL3","CCND1",1
"FOS","CHRNA2",1
"FOS","TUBB3",1
"TP53","BCL2L1",0
"POU4F1","BCL2L1",1
"ESR1","BCL2L1",1
"TP53","MKI67",-1
"PAX3","GSC",1
"GSC","PAX3",1
"TP53","BIRC5",-1
"TP63","MDM2",1
"ZNF699","MDM2",1
"ZFPM1","IL5",-1
"IRF1","LYZ",1
"MYB","LYZ",1
"IRF1","CSF3",1
"MEF2A","SLC2A4",1
"MYOD1","SLC2A4",1
"THRA","SLC2A4",1
"WT1","PODXL",1
"JUN","HSPA5",1
"JUND","HSD17B1",1
"STAT5B","JUN",1
"PURA","SPN",1
"IRF2","IFI27",1
"JUN","GNLY",1
"JUNB","GNLY",1
"JUND","GNLY",1
"TBX1","HPGDS",1
"TBX1","UGT1A1",1
"SP1","POU1F1",1
"SP3","POU1F1",1
"ETS1","ECE1",1
"ZNF143","IRF3",1
"FOS","ESR1",1
"ESR1","FOS",1
"PPARA","PCK1",1
"PPARD","PCK1",1
"RARA","EDN1",-1
"PAX2","GDNF",1
"SMARCA1","ACOT8",1
"THRB","MYH7",1
"THRA","MYH6",1
"THRB","MYH6",1
"THRA","MYH7",1
"GSX1","GHRH",1
"HOXB7","GHRH",1
"ESR1","SPI1",1
"SPI1","ESR1",1
"SPI1","ESR2",1
"AHR","POLK",1
"MYBL2","FGF4",1
"GATA6","SFTPC",1
"NKX2-1","SFTPC",1
"GATA4","SFTPC",1
"JUN","NGF",1
"JUN","FAS",1
"STAT3","PIK3R1",1
"SOX10","MBP",1
"SOX10","GJB1",-1
"PPARA","MLYCD",1
"HSF1","FLT1",1
"HR","ABL1",1
"SALL2","ABL1",1
"SALL2","LARGE1",1
"FOXO1","IGF1R",1
"FOS","JUN",1
"JUN","FOS",1
"ATOH1","PCSK6",1
"NEUROD6","PCSK6",1
"NEUROG1","PCSK6",1
"NEUROG2","PCSK6",1
"NEUROG3","PCSK6",1
"TCF3","PCSK6",1
"MAFK","IL2",1
"SP1","TLR2",1
"RELA","TLR2",1
"SMAD3","DAP",1
"SMAD4","DAP",1
"SP1","AGA",1
"JUN","KNG1",1
"JUNB","KNG1",1
"JUND","KNG1",1
"NFIA","CYP2A6",1
"MITF","TPSG1",1
"JUN","MITF",1
"NFIA","NR1H3",1
"HNF4A","NOS2",1
"RBPJ","HEY2",1
"NR1H3","TNF",1
"JUN","TGFBR2",1
"JUNB","TGFBR2",1
"JUND","TGFBR2",1
"JUN","INTU",1
"JUNB","INTU",1
"JUND","INTU",1
"JUN","RHOB",1
"JUNB","RHOB",1
"JUND","RHOB",1
"SP1","CHRNB4",1
"AHRR","AHR",-1
"AHR","AHRR",1
"SP3","CTSL",1
"CDX1","PCNA",1
"CDX2","PCNA",1
"KAT7","NFYA",1
"HIF1A","PFKFB3",1
"EGR1","FASLG",1
"CEBPG","IL5",1
"CEBPB","IL5",1
"AR","PLAU",-1
"AR","PCSK1",1
"POU3F1","DHH",1
"EGR2","MPZ",1
"MAF","CRYBB2",1
"MAF","NPRL3",1
"MAF","BDKRB2",1
"NCOA2","CREBBP",1
"NCOA3","MSH6",1
"HBP1","BAX",1
"HBP1","TP73",1
"HMGB2","BAX",1
"HMGB2","TP73",1
"HMGB2","CDKN1A",1
"HMGB2","MDM2",1
"NR5A1","NGF",1
"RELA","CCL20",1
"NFKB1","CCL20",1
"RELB","CCL20",1
"NFKB2","CCL20",1
"REL","CCL20",1
"RELA","CCL20",1
"KLF2","VAV1",1
"PATZ1","TPSB2",1
"SP1","CD40",1
"PURB","CFC1",1
"PURB","MCAT",1
"YBX1","CFC1",1
"YBX1","MCAT",1
"IRF1","KAT2B",1
"HNF4A","CYP2D6",1
"CEBPA","CSF3R",1
"RELA","RELB",1
"NFKB1","RELB",1
"RELB","RELB",1
"NFKB2","RELB",1
"REL","RELB",1
"RELB","CDKN1A",1
"CREM","FASLG",-1
"GABPA","UTRN",1
"REL","BCL2L1",1
"STAT5A","PI3",1
"SP1","FGFR1",1
"SP3","FGFR1",1
"PAX3","FGFR1",1
"SMARCA1","MCM7",1
"CREB1","PAH",1
"HNF1A","PAH",1
"FOXA2","SHH",1
"HNF1B","SHH",1
"HNF1B","TTR",1
"MSX2","DLX2",-1
"DLX2","MSX2",1
"PITX2","DLX2",1
"PITX2","TKT",1
"ETS1","NOS2",1
"ESR1","NCOA3",1
"NCOA3","ESR1",1
"SP1","CASP3",1
"PAX6","KRAS",1
"PAX6","TG",1
"SSRP1","KRAS",1
"SSRP1","RHOA",1
"SSRP1","TG",1
"STAT5A","PTPN2",1
"FOXM1","GCG",1
"IRF1","HLA-E",1
"FOXO4","BCL6",1
"REST","BDNF",-1
"TP53","TRRAP",1
"SP3","AGTR1",1
"SP1","HPSE",1
"ZNF398","ZNF354C",1
"ESR1","ZNF398",1
"NFKB2","ZNF398",1
"MYB","SUMO1",1
"PREB","RAG2",1
"STAT5B","CDKN1A",1
"RELA","DEFB4B",1
"NFKB1","DEFB4B",1
"RELB","DEFB4B",1
"NFKB2","DEFB4B",1
"REL","DEFB4B",1
"JUN","STXBP1",1
"JUNB","STXBP1",1
"JUND","STXBP1",1
"EGR1","PTEN",1
"POU2F1","IL2",1
"POU2F2","IL2",1
"POU2F1","IL4",0
"POU2F2","IL4",1
"TP53","LCK",1
"AHR","BRCA1",-1
"SIM1","EPO",1
"SIM2","EPO",1
"NEUROD6","NGF",1
"NEUROD6","CDKN1A",1
"ETS1","NR2F1",1
"RARB","CDKN2A",1
"RARB","CDKN2A",1
"RARB","CDKN2B",1
"NFATC2","NFATC1",1
"YBX1","TAF7",1
"STAT3","SFTPB",1
"DLX3","BMP2",1
"SP1","ICAM1",1
"SP1","IL1B",1
"SMAD3","IL5",1
"GABPA","AURKA",1
"TP53","KLK3",-1
"MITF","ACP5",1
"ATF3","MMP2",-1
"TP53","MMP2",1
"PPARA","FADS2",1
"SREBF1","FADS2",1
"PPARA","OLR1",1
"PPARG","OLR1",1
"BMAL2","TSPOAP1",1
"EGR1","MYH10",1
"ESR1","NME1",1
"ATF1","NPC1",1
"BMAL1","CRY2",1
"CLOCK","CRY1",1
"CLOCK","CRY2",1
"CLOCK","PER2",1
"IKZF1","LNPEP",1
"RELA","PTEN",1
"MYC","INS",1
"MYC","PPBP",1
"CEBPB","HSF1",1
"SMAD3","LAMC1",1
"TFE3","LAMC1",1
"SP1","APOC3",1
"SP1","CDKN2B",1
"TBPL1","PAM",1
"AHR","SMARCA4",1
"ARNT","SMARCA4",1
"PAX3","MSX2",-1
"TP53","SPP1",1
"MEF2A","TWIST2",1
"HES1","CDKN1A",-1
"TCF12","APEX1",1
"FOXM1","HNF1A",1
"HNF4A","ALDH2",-1
"TP53","CD58",1
"TP53","CD59",1
"IKZF1","VIPR1",1
"SP1","BSG",1
"SP3","BSG",1
"SPI1","BSG",1
"NKX2-1","APRT",1
"HIVEP1","IRF1",1
"HIVEP1","TP53",1
"MITF","CDH1",1
"TFE3","ACP5",1
"TFEC","ACP5",1
"TFEC","CD40",1
"TFE3","CD40",1
"TP53","HNF4A",-1
"HNF4A","TP53",1
"TFAP2A","NPPA",1
"RARB","PTGS2",-1
"IRF8","DAB2",1
"SPI1","IRF8",1
"IRF8","SPI1",1
"SPI1","DAB2",1
"IKZF1","OPRD1",1
"HIF1A","GLB1",1
"CEBPB","RPS6KA1",1
"PDX1","GCK",1
"SP1","NF2",1
"ETS1","MMP1",1
"SP3","FBLN1",1
"SP1","FBLN1",1
"TFAP2A","FBLN1",1
"CREB1","NR4A3",1
"EGR1","EGFR",1
"CARF","BDNF",1
"NR0B2","TNF",1
"EGR1","NOS1",1
"TFAP2A","CD44",1
"TFAP2A","NUP214",1
"TFAP2A","RB1",1
"SPI1","VAV1",1
"SP1","ABCA1",1
"HNF1A","ABCA1",1
"USF1","APOC3",1
"SP1","NGFR",-1
"MYC","ACTL6A",1
"RARA","FGFR1",1
"ZNF32","CLN3",1
"ID1","GHRHR",1
"ESR1","CCN1",1
"SP1","SLC9A3",1
"MAF","CRYGD",1
"MAFB","CRYGD",1
"MAFB","MAF",1
"FOS","CRYGD",1
"JUN","CRYGD",1
"KAT7","IL4",1
"SP1","IER3",1
"TP53","IER3",1
"SOX17","IER3",1
"TFAP4","IER3",1
"NR2C2","ESR1",1
"TFCP2","MT1A",1
"AHR","GCG",1
"SP1","ABCC3",1
"IRF7","IFNB1",1
"RLF","MYL2",1
"RLF","NPPA",1
"HESX1","NPPA",1
"HESX1","RLF",1
"TOX","CYP27A1",1
"CREB1","CYP19A1",1
"NR2F1","CYP19A1",-1
"NR2F6","CYP19A1",1
"SP3","HSD11B2",1
"ESR1","EGLN2",1
"STAT3","BCL2L1",1
"ESR1","FBLN1",1
"DNMT1","FBLN1",1
"ESR2","FBLN1",1
"SMARCA1","CD44",-1
"TP53","SIAH1",1
"IRF2","USP18",1
"IRF3","USP18",1
"HES1","GAA",-1
"SP1","TYMS",1
"SP1","ABO",1
"STAT3","HBG1",-1
"E2F1","MCL1",-1
"TP53","MCL1",-1
"TFAP2C","ERBB3",1
"TFAP2D","ERBB3",1
"HIF1A","AFP",1
"MYC","AFP",1
"RELA","PUF60",1
"NFKB1","PUF60",1
"RELB","PUF60",1
"NFKB2","PUF60",1
"REL","PUF60",1
"KAT6B","SPP1",1
"PPARA","HLA-E",1
"PPARG","HLA-E",1
"NR5A1","HP",1
"NR5A1","RLF",1
"NR0B1","RLF",1
"RLF","SF1",1
"YY1","STAR",-1
"USF1","ABCA1",1
"USF2","ABCA1",1
"YY1","MSX2",1
"BHLHE23","INS",1
"GATA4","LIPH",1
"STAT3","ECE1",1
"SPIB","CREBBP",1
"CREB1","CYP11A1",1
"SALL3","CYP11A1",1
"ZGPAT","CYP11A1",1
"HNF4A","G6PC1",1
"TP53","CTSD",1
"MBD2","MECP2",1
"TFCP2","ABCB1",1
"TFCP2","MECP2",1
"PAX6","HES5",1
"PAX6","NOTCH2",1
"PAX6","NOTCH3",1
"RBPJ","HES5",1
"HSF1","HSPA7",1
"CEBPB","CSF1R",1
"HSF1","CSF1R",-1
"SP1","CYP27A1",1
"HNF4A","CYP27A1",1
"SP3","CYP27A1",1
"PPARA","CD36",1
"SP1","ASNS",1
"SP3","ASNS",1
"SPEN","NCOR2",1
"NCOR2","SPEN",1
"PPARG","MMP1",-1
"SPI1","IL7R",1
"SP1","CREB1",1
"EGR1","DMRT1",1
"SP1","DMRT1",1
"SP3","DMRT1",1
"SPI1","PTCRA",1
"TP53","TAC1",1
"PPARG","GK",1
"RXRA","GK",1
"SP1","UBC",1
"BMAL1","CSNK1E",1
"NR1H2","NR1H3",1
"NR1H3","NR1H2",1
"MXI1","CCNB1",-1
"HR","MYOG",1
"HR","PRKCG",1
"STAT1","IRF7",1
"NFIC","CEL",1
"SSRP1","CEL",1
"SMAD2","SERPINE1",1
"BHLHE40","PPARG",-1
"HIF1A","PPARG",1
"RUNX2","TNFSF11",1
"E2F1","FSHR",1
"E2F4","FSHR",1
"E2F5","FSHR",1
"E2F2","CDKN2A",1
"E2F2","CDKN2A",1
"E2F3","CDKN2A",1
"E2F3","CDKN2A",1
"NR4A2","CD44",1
"TFCP2","CD79A",1
"ELF1","CD247",1
"CREB1","NR4A2",1
"NFKB1","NR4A2",1
"RELA","NR4A2",1
"RELA","NR4A2",1
"NFKB1","NR4A2",1
"RELB","NR4A2",1
"NFKB2","NR4A2",1
"REL","NR4A2",1
"RELA","HES1",1
"NCOR1","HES1",-1
"NCOR1","RELA",1
"RELA","NCOR1",1
"AR","CD82",1
"AR","CHRM5",1
"RBPJ","CD40",1
"RBPJ","TRAF2",1
"JUN","CD40",1
"JUNB","CD40",1
"JUND","CD40",1
"IRF1","CCL2",1
"SP1","GJA5",1
"FOXD3","SPP1",1
"POU5F1","SPP1",1
"FOXD3","FOXA1",1
"FOXD3","FOXA2",1
"POU5F1","FOXA1",-1
"POU5F1","FOXA2",-1
"ZEB1","IL2",-1
"ESR1","LIPC",1
"ESR1","IGKV2D-24",1
"PLAGL1","APAF1",1
"E2F4","MCL1",-1
"FOSL1","FN1",1
"EWSR1","IGF1R",1
"NR1H3","ABCG5",1
"ATF2","PTGS2",1
"CEBPA","RETN",1
"JUN","OPRM1",1
"JUNB","OPRM1",1
"JUND","OPRM1",1
"NR1I2","SLCO1B1",1
"JUN","FTH1",1
"JUNB","NGF",1
"JUND","NGF",1
"HMGA1","GSTM1",1
"SREBF1","ACACA",1
"CREB1","IFNG",1
"JUN","GC",1
"JUNB","GC",1
"JUND","GC",1
"KLF5","GC",1
"SP3","GC",1
"MAX","MYCT1",1
"MYC","MYCT1",1
"SP1","MET",1
"NFATC1","TNF",1
"FOS","STAR",1
"JUN","IGHE",1
"JUNB","IGHE",1
"JUND","IGHE",1
"SNAI2","CDH1",-1
"ZNF91","CDH1",1
"FOXA2","WNT7B",1
"GATA6","WNT7B",1
"TTF1","WNT7B",1
"ONECUT1","SLC2A2",1
"PPARA","RBP2",1
"HNF4A","HSPB3",1
"HNF4A","ZNHIT3",1
"THRA","ZNHIT3",1
"JUN","LPL",1
"JUNB","LPL",1
"JUND","LPL",1
"FOS","LPL",1
"ATF3","PCK1",-1
"ESR1","IL2",1
"VDR","KRT14",1
"WT1","CCNE1",-1
"BCL6","CCNA2",-1
"SSRP1","CDKN1B",1
"STAT3","MMP7",1
"TP53","SEMA3B",1
"REL","OSTM1",1
"STAT6","OSTM1",1
"HOXA5","SLC6A2",1
"PHOX2A","SLC6A2",1
"CUX1","DBH",1
"CUX1","DBH",1
"NCOA2","PRKACA",1
"NCOA3","PRKACA",1
"KAT7","AGT",1
"SPI1","F12",1
"NR5A2","CYP19A1",1
"NR1H4","APOA1",1
"SP1","PAPSS2",1
"SP2","PAPSS2",1
"SP3","PAPSS2",1
"PPARG","CCL5",-1
"NKX3-1","ACHE",1
"JUN","IL1RN",1
"JUNB","IL1RN",1
"JUND","IL1RN",1
"HR","ADAMTS7",1
"HR","TIMP1",1
"SSRP1","ADAMTS7",1
"SSRP1","PTGS2",1
"SSRP1","TIMP1",1
"NR3C1","SLC14A2",1
"SP1","AEBP1",1
"SP3","AEBP1",1
"HNF1B","ONECUT1",1
"ONECUT1","HNF1B",1
"CDX1","CLDN2",1
"CDX2","CLDN2",1
"HNF1A","CLDN2",1
"LEF1","NOS2",1
"GLI3","ITGAX",1
"SP1","ITGAX",1
"TP53","XRCC5",1
"POU2F2","CD36",1
"USF1","LAMA3",1
"HNF4A","AXIN2",1
"NOTCH1","HES1",1
"HES1","NOTCH1",1
"TFAP2C","ADA",1
"FOXC2","AKT1",1
"FOXC2","PRKAR1A",1
"FOXD1","PRKAR1A",1
"PAX3","ALDH7A1",1
"SP3","ALDH7A1",1
"MYOD1","AKT2",1
"MEF2A","AKT2",1
"MYOG","AKT2",1
"MYOD1","MEF2A",1
"MEF2A","MYOD1",1
"PPARA","DDIT3",1
"PPARA","DDIT3",1
"HLF","HLA-E",1
"TOX","CRP",1
"KLF9","MAPK8",1
"KLF9","AXL",1
"KLF9","CDKN1A",1
"KLF9","IGFBP2",1
"SP1","AXL",1
"SP1","IGFBP2",1
"POU3F2","NAIP",1
"SP1","NDUFS8",1
"YY1","NDUFS8",1
"USF1","GCGR",1
"USF2","GCGR",1
"SP1","EIF2AK1",1
"TP53","CD74",1
"NFE2","TBXAS1",1
"JUN","EGR1",1
"EGR1","MAOB",1
"JUN","MAOB",1
"TP73","NCOA4",1
"TP53","NCOA4",1
"IRF4","IL4",1
"MAF","IL4",1
"JUN","AP3B1",1
"JUNB","AP3B1",1
"JUND","AP3B1",1
"SPI1","SETDB1",1
"NR3C1","VLDLR",1
"ATF4","ASNS",1
"ATF4","ACOT11",1
"MBD2","HPGDS",1
"MBD2","GSTP1",-1
"FOS","IFNB1",1
"VDR","EGFR",-1
"USF2","PTGS2",1
"SP1","SERPINA1",-1
"ELF2","ANGPT1",1
"ELF2","ANGPT2",1
"PITX2","RGS2",1
"TFAP2A","CRYAA",1
"CUX1","CDKN1B",-1
"CUX1","CDKN1B",-1
"ETS1","FASLG",1
"SPI1","FASLG",1
"IRF1","CTSS",1
"IRF2","CTSS",1
"GATA3","IFNG",1
"GATA3","IL12RB1",1
"MAF","IFNG",1
"MAF","IL12RB1",1
"SPI1","FCGRT",1
"TBP","GTF2B",1
"TBP","PAM",1
"TBPL2","PAM",1
"TP63","VEGFA",1
"TP53","DDB2",1
"RELA","PRKCQ",1
"NFKB1","PRKCQ",1
"RELB","PRKCQ",1
"NFKB2","PRKCQ",1
"REL","PRKCQ",1
"MYBL2","IGFBP5",1
"MYB","IGFBP5",1
"PPARG","MYC",-1
"ENO1","BCL2L1",1
"ENO1","CASP3",1
"ESR1","CYP19A1",0
"NR2F2","CYP19A1",1
"RARG","CYP19A1",1
"NR2F6","EEF1A2",1
"TP53","IRF5",1
"NR5A1","HSPA4",1
"JUN","MMP11",1
"JUNB","MMP11",1
"JUND","MMP11",1
"JUN","MMP11",1
"SP1","SCARF1",1
"ZNF444","SCARF1",1
"RELA","F3",1
"NFKB1","F3",1
"RELB","F3",1
"NFKB2","F3",1
"REL","F3",1
"CREB1","RRM2",1
"RELA","RRM2",1
"NFKB1","RRM2",1
"RELB","RRM2",1
"NFKB2","RRM2",1
"REL","RRM2",1
"POU2F1","RRM2",1
"SP1","RRM2",1
"TFAP2A","RRM2",1
"NR4A1","RARB",1
"PPARA","VEGFA",1
"NR2F2","HNF4A",-1
"HNF4A","NR2F2",1
"HNF4A","PPARA",1
"PPARA","NFKBIA",1
"RELA","MED1",1
"NFKB1","MED1",1
"RELB","MED1",1
"NFKB2","MED1",1
"REL","MED1",1
"IKZF1","FGFR4",1
"SP1","FGFR4",1
"NEUROG3","ABCC8",1
